Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0010_V0597275F,Collected by P.C.M. Jansen,P. C. M. Jansen,N/A,5996,d.d.: 14 April 1976,1976-04-14,N/A,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,C. C. H. Jongkind,1987,N/A,Ethiopia,Harerge,N/A,N/A,around Damata Village near Alemaya Between chat and Sorghum fields,around Damata Village near Alemaya Between chat and Sorghum fields,Herb 2 meters high Stem whitish green Leaves dark green above whitish green beneath Spines yellow Involucre dark green Disc flowers only lilac red,Alt: 2000m,c. 9°24' N 42°01' E,2302849,Typed,no type status
0011_V0597626F,"Amanda Koch, Wilson Sakuda",A. Koch,W. Sakuda,AK61,"October 22, 2003",2003-10-22,N/A,Acacia reficiens misera (Vatke) Brenan,Acacia reficiens,P. Mutiso,"November 02, 2003",N/A,Kenya,Kajiado,N/A,Oloishobor,Maasai Name: Oldepe,Oldepe,Dry bushland,N/A,N/A,2390478,Typed,no type status
0012_V0597688F,J. Lebrun,J. Lebrun,N/A,2409,Mars 1931,1931-03-00,N/A,Albizzia gummifera (Gmel.) C. A. Smith,Albizzia gummifera,C. A. Smith,N/A,N/A,Democratic Republic of the Congo,Haut-Lomami,N/A,N/A,Congo Belge Lolo (Uele: Kimiliri),Lolo Kimiliri,N/A,N/A,N/A,867368,Mix of Handwritten and Typed,no type status
0013_V0588237F,Lebrun,J. Lebrun,N/A,2077,25.12.1957,1957-12-25,N/A,Digitaria pennata (Hochst) Chiov,Digitaria pennata,unsure and check,N/A,N/A,Kenya,N/A,N/A,N/A,Tsavo - Kitio Andei,Tsavo - Kitio Andei,N/A,N/A,N/A,1559644,Handwritten,N/A
0014_V0580026F,HERBIER H. CALLENS s.j.,H. Callens,N/A,s.n.,Juillet 1958,1958-07-00,N/A,Gaertnera paniculata,Gaertnera paniculata,H. Callens,1/9/58,N/A,Democratic Republic of the Congo,N/A,N/A,Kisantu,Kisantu,[precise locality unknown],foret secondaire,± 5 m,N/A,158405,Typed,no type status
0015_V0580516F,G. Troupin,G. Troupin,N/A,6333,10/2/1958,1958-02-10,N/A,Mikania cordata (Burm.f.) B.L.Robins,Mikania cordata,N/A,N/A,N/A,Democratic Republic of the Congo,Kivu,Kalehe,N/A,"Vers km 110 route Kavumu-Walikale; Irangi, réserve IRSAC","Vers km 110 route Kavumu-Walikale; Irangi, réserve IRSAC",Forêt ombrophile,Alt. 850 - 900 m,N/A,1543353,Typed,N/A
0016_V0574490F,Gordon McPherson,G. McPherson,N/A,13781,20 Mars 1989,1989-03-20,N/A,Corynanthe mayumbensis (R. Good) N. Hallé,Corynanthe mayumbensis,Wilks & McPherson,1989,N/A,Gabon,Ogooué-Ivindo,N/A,N/A,Réserve de la Lopé au sud d'Ayem chantier SOFORGA,Réserve de la Lopé au sud d'Ayem chantier SOFORGA,Arbre 15 m fruit brun voucher de NCI,c. 200 m,0°25'S 11°30'E,LF:Q665-0223-G BK:Q665-0224-H WD:Q665-0225-I,Typed,no type status
0017_V0574226F,J. M. Fay,J. M. Fay,N/A,8294,4 March 1988,1988-03-04,N/A,Millettia zechiana Harms,Millettia zechiana,A. Assi,1988,Guibourtia demeusei | Berlinia sp. | Bombax sp.,Cameroon,N/A,N/A,N/A,On the Sangha River across from Ndakan gorilla study area,On the Sangha River across from Ndakan,In seasonally flooded forest with Guibourtia demeusei Berlinia sp. Bombax sp.,385 m,2°20'N 16°08'E,C67E/0545-G | C67E/0546-H | C67E/0547-I | C67E/0548-J,Typed,no type status
0018_V0580728F,Coll. F. A. Melville,F. A. Melville,N/A,No. 199,29.vii.1959,1959-07-29,N/A,Phaseolus lunatus L.,Phaseolus lunatus,N/A,N/A,N/A,Equatorial Guinea,N/A,N/A,N/A,South West of Crater Lake,South West of Crater Lake,Clearing in wood scrambling over herbage,"Alt. 1,500ft.",N/A,1624518,Typed,no type status
0019_V0578764F,R. L. Piemeisel L. W. Kephart,R. L. Piemeisel,L. W. Kephart,2,June 28 1927,1927-06-28,N/A,unsure and check,unsure and check,N/A,N/A,N/A,Kenya,N/A,N/A,Nairobi,Muthaiga near Nairobi,Muthaiga near Nairobi,N/A,alt. 1700 meters,N/A,2074762,Typed,no type status
0020_V0594158F,A. Léonard,A. Léonard,N/A,3149,19/2/1959,1959-02-19,N/A,Oxyanthus speciosus DC. subsp. indet.,Oxyanthus speciosus,B. Sonké,1989,N/A,Democratic Republic of the Congo,N/A,N/A,N/A,Masisi,[precise locality unknown],Vieille forêt secondaire,1900 m,N/A,2086095,Typed,no type status
0021_V0573054F,récolté par le R. P. Klaine,R. P. Klaine,N/A,3200,25 Mars 1904,1904-03-25,N/A,Klainedoxa,Klainedoxa,N/A,N/A,N/A,Gabon,N/A,N/A,Libreville,environs de Libreville,[precise locality unknown],N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
0022_V0601010F,James T. Allen,J. T. Allen,N/A,41,"September 23, 1996",1996-09-23,N/A,Dissotis rotundifolia (Sm.) Triana,Dissotis rotundifolia,N/A,N/A,N/A,Ghana,Volta Region,N/A,N/A,Larteh Center for Scientific Research into Plant Medicine (CSRPM) farm,Larteh Center for Scientific Research into Plant Medicine farm,Anti-asthmatic treating coughs and colds antipyretic for dysentery Applied topically-arthritis,N/A,N/A,2200652,Typed,no type status
0023_V0602418F,J. E. Andoh,J. E. Andoh,N/A,5632,March 1952,1952-03-00,N/A,Chrysophyllum perpulchrum Mildbr.,Chrysophyllum perpulchrum,N/A,N/A,N/A,Ghana,Ashanti,N/A,N/A,"Kumasi District, Kumasi Township Forest Reserve",Kumasi Township Forest Reserve,N/A,N/A,N/A,1601919,Typed,N/A
0024_V0604513F,J Nemba & D W Thomas 520,D. W. Thomas,J. Nemba,520,15 June 1987,1987-06-15,N/A,Donella welwitschii Pierre ex Engl.,Donella welwitschii,D. W. Thomas,1987,N/A,Cameroon,Southwest,N/A,N/A,Secondary growth and old growth forest along Kumba-Mamfe road at mile 14 Lkilwindi,Kumba-Mamfe road at mile 14 Lkilwindi,Secondary growth and old growth forest,200 m,04°44'N 09°29'E,Q66Q/0052-L,Typed,no type status
0025_V0572217F,J. Deaw,J. Deaw,N/A,283,4 10 71,1971-10-04,N/A,Eugenia coronata,Eugenia coronata,A. A. Enti,19,N/A,Ghana,N/A,N/A,Accra,Accra,[precise locality unknown],A shrub about 6 feet high Flowering pedicels fascicled Fruit ellipsoid calyx persistent at the apex,Altitude: 3 m,N/A,1753421,Typed,no type status
0026_V0602609F,colligerunt G. Schweinfurth et D. Riva,G. Schweinfurth,D. Riva,1814,1 mai 1892,1892-05-01,N/A,Rumex nervosus V,Rumex nervosus,W. Barbey,N/A,N/A,Eritrea,N/A,N/A,Saganeiti,Saganeiti pente du Nord au dessous d'Addi Abbagua,Saganeiti,N/A,2300/2400 m,N/A,71288,Mix of Handwritten and Typed,no type status
0027_V0606178F,Coll. R. B. & A. J. Faden 77/711,R. B. Faden,A. J. Faden,77/711,7 March 1977,1977-03-07,N/A,Toddaliopsis sansibarensis (Engl.) Engl. confirmed J. O. Kokwaro,Toddaliopsis sansibarensis,J. O. Kokwaro,N/A,Combretum schumannii,Kenya,Kwale,N/A,N/A,Chale Peninsula,Chale Peninsula,Coral rag dry forest with Combretum schumannii dominant,Alt 0-5 m,"ca. 4°26'S, 39°32'30""E",2153520,Typed,no type status
0028_V0603038F,F. Szafranski,F. Szafranski,N/A,1378,5.2.1988,1988-02-05,N/A,Floscopa glomerata (Roem. et Schult.) Hassk.,Floscopa glomerata,N/A,N/A,N/A,Democratic Republic of the Congo,Haut-Uele,Ituri,Isiro,"Haut-Zaïre, S-Rég. Haut-Uele, Isiro",Isiro,bas fond marécageux près de la route aux environs de l'usine SOCODIA,N/A,N/A,2084694,Typed,no type status
0029_V0606676F,Coll. F. W. H. Migeod,F. W. H. Migeod,N/A,394,26. 1. 1928,1928-01-26,N/A,Solanum aculeatissimum Jacq.,Solanum aculeatissimum,M. Nee,"Dec. 3, 1977",N/A,Cameroon,N/A,N/A,N/A,Bamenda,Bamenda,Shrub very thorny spinous,5500 ft.,N/A,1441275,Typed,N/A
0030_V0601406F,T. C. Wrigley and F. A. Melville,T. C. Wrigley,F. A. Melville,52,18 July 1959,1959-07-18,N/A,Cassipourea annobonensis Mildbr. ex Alston,Cassipourea annobonensis,A. W. Exell,1961,N/A,Equatorial Guinea,N/A,N/A,N/A,Ridge west of Crater Lake,Ridge west of Crater Lake,Open woodland,1200 ft,N/A,B. M. N/738,Typed,no type status
0031_V0604673F,William Burger,W. Burger,N/A,1767,27 May 1962,1962-05-27,N/A,Rubus apetalus Poir,Rubus apetalus,W. B. Kew,N/A,Podocarpus | Juniperus,Ethiopia,Harar,N/A,N/A,Near G. Ades ±18Km E. of Hirna along new hwy,Near G. Ades approximately 18 kilometers east of Hirna along new highway,Forming bush 2.5 meters tall under Podocarpus etc. Steep slopes with remnant Podocarpus and Juniperus forest,At 7200 feet,(9°17'N x 41°13'E),N/A,Mix of Handwritten and Typed,no type status
0032_V0565514F,J.D. Sauer,J. D. Sauer,N/A,3914,15 June 1963,1963-06-15,N/A,Aerva lanata (L.) Juss.,Aerva lanata,N/A,N/A,N/A,Kenya,Coast,Kwale,N/A,near Mombasa,Bumburri Beach North of Mombasa,Beach ridge shallow open coast,N/A,N/A,595670,Typed,no type status
0033_V0565977F,C. Vigne,C. Vigne,N/A,4086,1926,1926-00-00,N/A,Enantia polycarpa Engl. & Diels,Enantia polycarpa,N/A,N/A,N/A,Ghana,N/A,N/A,N/A,Ogoja E. Calabar,[precise locality unknown],N/A,N/A,N/A,889434,Mix of Handwritten and Typed,no type status
0034_V0566108F,Eman Addo 1026,E. Addo,N/A,1026,1999,1999-00-00,N/A,Uvaria versicolor Pierre,Uvaria versicolor,N/A,N/A,N/A,Ghana,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,2325255,Typed,no type status
0035_V0567164F,A A Enti,A. A. Enti,N/A,Sp 398,22 11 71,1971-11-22,N/A,Pergularia daemia,Pergularia daemia,A. A. Enti,1971,N/A,Ghana,N/A,N/A,N/A,Awutu - Winneba Road,Awutu - Winneba Road,A climber among grasses,N/A,N/A,1753348,Typed,no type status
0036_V0591661F,D W Thomas 6850,D. W. Thomas,N/A,6850,1987,1987-00-00,N/A,Cola flavovelutina K Schum,Cola flavovelutina,D. W. Thomas,1987,N/A,Cameroon,Southwest,N/A,N/A,Korup National Park,Korup National Park,Primary rain forest,60 m,05 02 N 08 50 E,Q66P/0029-T,Typed,no type status
0037_V0567306F,Sue A. Thompson,S. A. Thompson,N/A,1522,9 July 1984,1984-07-09,N/A,Impatiens macroptera Hook. f.,Impatiens macroptera,N/A,N/A,N/A,Cameroon,Sud-Ouest,Fako,N/A,Bakinjili 4°04'N 9°02'E Alt. 50-250 m Trail up Mt. Cameroon,Trail up Mount Cameroon,Erect herb up to 70 centimeters tall growing on wet rocks flowers purple,Alt. 50-250 m,4°04'N 9°02'E,2086046,Typed,no type status
0038_V0606921F,D. Wiens,D. Wiens,N/A,4484,16-12-71,1971-12-16,N/A,Englerina tenuifolia (Engl.) Gilli,Englerina tenuifolia,N/A,N/A,N/A,Kenya,Kitui,N/A,N/A,4 km n. of Kangondi on road to Embo,4 kilometers north of Kangondi on road to Embo,Thornshrub,4500 ft,N/A,1864166,Mix of Handwritten and Typed,no type status
0039_V0605928F,Sue A. Thompson 1333 & John E. Rawlins,S. A. Thompson,J. E. Rawlins,1333,3 June 1984,1984-06-03,N/A,Avicennia africana P. Beauv.,Avicennia africana,N/A,N/A,N/A,Cameroon,Sud-Ouest,Fako,N/A,Bakingili 4°04' N 9°02' E Alt. 0 m,Bakingili,Seaside Tree ca 2-3 meters tall bark with light blotches flowers white,Alt. 0 m,4°04' N 9°02' E,2088074,Typed,no type status
0040_V0605675F,N/A,N/A,N/A,6347,18.2.1958,1958-02-18,N/A,Glyphaea brevis (Spreng.) Monachino,Glyphaea brevis,N/A,N/A,N/A,Democratic Republic of the Congo,Kivu,Kalehe,N/A,"Vers Km 110 route Kavumu-Walikale; Irangi, réserve IRSAC","Vers Kilometer 110 route Kavumu-Walikale; Irangi, réserve IRSAC",forêt ombrophile,Alt. 850-900 m,0° 46' N 24° 28' E,1543374,Mix of Handwritten and Typed,no type status
0041_V0571550F,A. Pappi,A. Pappi,N/A,2629,14-15.VIII.1902,1902-08-14,1902-08-15,Lavandula pubescens Decaisne,Lavandula pubescens,R. Corradi,2/4/1996,N/A,Eritrea,N/A,N/A,N/A,Eritrea Assaorta Lungo il Torrente,Lungo il Torrente,N/A,1465 metri,N/A,N/A,Typed,no type status
0042_V0607392F,William Burger,W. Burger,N/A,1453,14 Feb 1962,1962-02-14,N/A,Juniperus procera Hochst. ex Endl.,Juniperus procera,W. B.,N/A,N/A,Ethiopia,Harar,N/A,N/A,50 km due E of Harar 9°16'N 41°43'E,Northwest face of Gara Mulata mountain approximately 50 kilometers due East of Harar,Trees 8-10 meters tall at 8600 feet taller on steep slopes with mixed forest,2500-3000 m,9°16'N 41°43'E,1632555,Mix of Handwritten and Typed,N/A
0043_V0570163F,B. D. K. Owusu,B. D. K. Owusu,N/A,GC,10/12/1972,1972-12-10,N/A,Terminalia glaucescens,Terminalia glaucescens,N/A,1972,N/A,Ghana,Volta,N/A,Ho,Ho Volta Region Ghana,Ho,A tree to 40 feet high 6 feet girth wood yellow or brownish yellow,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
0044_V0570543F,leg. Schimper,W. P. Schimper,N/A,1467,24.11.63,1863-11-24,N/A,Ipomoea cuneifolia Choisy,Ipomoea cuneifolia,unsure and check,N/A,N/A,Ethiopia,unsure and check,N/A,N/A,Abyssinia,[precise locality unknown],N/A,N/A,N/A,373793,Mix of Handwritten and Typed,no type status
0045_V0607965F,D W Thomas & M Etuge,D. W. Thomas,M. Etuge,6988,18 May 1987,1987-05-18,N/A,Dichapetalaceae Tapura africana Oliv,Tapura africana,D. W. Thomas,1987,N/A,Cameroon,Southwest,N/A,N/A,Degraded forest at Barombi Kang Kumba,Barombi Kang Kumba,Degraded forest,150 m,04°36'N 09°27'E,Q66P/0125-Y | Q66P/0261-W,Typed,no type status
0046_V0570471F,Dr. Edgar A. Mearns,E. A. Mearns,N/A,1114,September 6 and 7 1909,1909-09-06,1909-09-07,Evolvulus alsinoides L.,Evolvulus alsinoides,N/A,N/A,N/A,Kenya,N/A,N/A,N/A,Vicinity of Thika British East Africa,Vicinity of Thika,N/A,altitude about 1350 meters,N/A,469287,Mix of Handwritten and Typed,no type status
0047_V0570108F,G. MacNaughton,G. MacNaughton,N/A,580,N/A,0000-00-00,N/A,Combretum Schumannii Engl.,Combretum schumannii,unsure and check,N/A,N/A,Kenya,N/A,N/A,N/A,Kenya,[precise locality unknown],N/A,N/A,N/A,856357,Mix of Handwritten and Typed,no type status
0048_V0570110F,J. M. Fay,J. M. Fay,N/A,8271,28 February 1988,1988-02-28,N/A,Combretum smeathmannii G. Don,Combretum smeathmannii,A. Assi,1988,Irvingia smithii | Guibourtia demensii | Berlinia sp.,Cameroon,N/A,N/A,N/A,Along the Sangha River adjacent to the island of Kilona,Along the Sangha River adjacent to the island of Kilona,In riparian forest adjacent to seasonally flooded forest with Irvingia smithii Guibourtia demensii Berlinia sp.,1400 mm,02°21'N 16°09'E,067E/0466-T | 067E/0467-U,Typed,no type status
0049_V0590787F,Coll. D. D. Soejarto,D. D. Soejarto,N/A,4793,"April 1, 1978",1978-04-01,N/A,Diospyros tricolor Hiern.,Diospyros tricolor,N/A,N/A,Thespesia populnea | Sophora occidentalis,Ghana,Greater Accra,N/A,N/A,"Botianor village, 20 km. West of Accra, sea coast","Botianor village, 20 kilometers West of Accra, sea coast","Straggling shrub, in association with Thespesia populnea and Sophora occidentalis. Fruits green. Forming clumps just behind beach, on sandy soil. Common",N/A,N/A,1842606,Handwritten,no type status
0050_V0040586F,Narciso Reyna R.,N. Reyna,N/A,40,15 diciembre 1967,1967-12-15,N/A,Guatteria scalarinervia D. R. Simpson,Guatteria scalarinervia,N/A,N/A,N/A,Peru,Loreto,Maynas,N/A,Santa María - Río Nanay distr. Alto Nanay dept. Loreto prov. Maynas,Santa María - Río Nanay,"""Carahuasca amarilla"" árbol bosque húmedo tropical",Alt. 150 m,N/A,229-1,Typed,Holotype
0051_V0081497F,M. O. Dillon & D. Dillon,M. O. Dillon,D. Dillon,3776,1 Nov 1983,1983-11-01,N/A,Galvezia fruticosa Gmel.,Galvezia fruticosa,N/A,N/A,N/A,Peru,Arequipa,Caravelí,N/A,Lomas of Atiquipa ca. 10.5 km N of turn-off to Atiquipa KM 584 S of Lima,Lomas of Atiquipa approximately 10.5 kilometers north of turn-off to Atiquipa 584 kilometers south of Lima,Erect glutinous shrub to 0.75 meters flws. red,150-200 m,N/A,N/A,Typed,Holotype
0052_V0042484F,Forssk. Hasselquist,P. Forssk.,F. Hasselquist,1830,1915,1915-00-00,N/A,Aschersonia persiana Rapp,Aschersonia persiana,N/A,N/A,N/A,Ecuador,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,"875422, 60787",Mix of Handwritten and Typed,Isosyntype
0053_V0092855F,José Campos y O. Díaz 2490,J. Campos,O. Díaz,2490,9 Febrero 1996,1996-02-09,N/A,Amorimia camporum W.R. Anderson,Amorimia camporum,W. R. Anderson,6 Dic. 2006,N/A,Peru,Cajamarca,San Ignacio,N/A,Distrito Chirinos Entre La Catagua y Tablón,Entre La Catagua y Tablón,Trepadora flor amarilla,550 - 650 m,05°19' S 078°47' W,2296033,Typed,Isotype
0054_V0078059F,Tafalla collected with and for Ruiz & Pavón,N. Tafalla,N. Ruiz | H. Pavón,s.n.,14 November 1784,1784-11-14,1788-00-00,Nolana spathulata Ruiz & Pav.,Nolana spathulata,A. Mesa,1981,N/A,Peru,N/A,N/A,N/A,vice-regno Peruviano et Chilensi,[precise locality unknown],N/A,N/A,N/A,845155,Typed,Isolectotype
0055_V0092864F,C. Díaz & A. Peña 8808,C. Díaz,A. Peña,8808,4 Diciembre 1996,1996-12-04,N/A,Symplocos ovata Ståhl,Symplocos ovata,B. Ståhl,2010,N/A,Peru,Amazonas,Luya,N/A,"Camporedondo Tullanya Pascana ""Pajaro Tigre""","Camporedondo Tullanya Pascana ""Pajaro Tigre""",Liana con frutos verdes Pedúnculos largos,2250-2360 m,N/A,2296023,Typed,Isotype
0056_V0092900F,Ruiz et Pavón,N/A,N/A,9/58,1778-1788,1778-00-00,1788-00-00,Bomarea purpurea (R & P) Herb.,Bomarea purpurea,N. Hofreiter,2007,Alstroemeria purpurea,Peru,N/A,N/A,N/A,Pillao,[precise locality unknown],N/A,N/A,N/A,29201,Typed,Cotype
0057_V0092906F,V. Quipuscoa S. A. Sagástegui A. S. Leiva G. & M. Bejarano C.,V. Quipuscoa,S. A. Sagástegui | A. S. Leiva | G. | M. Bejarano,1378,20 agosto 1998,1998-08-20,N/A,Lithospermum cinereascens (A. DC.) Johnst.,Lithospermum cinereascens,M. Weigend,September 2006,N/A,Peru,Amazonas,Chachapoyas,N/A,Carretera a Celendín entre Ishpingo - Pomacocha. Bosque montano fragmentado,Carretera a Celendín entre Ishpingo - Pomacocha,Bosque montano fragmentado,2800-3000 m,N/A,2411674,Typed,Isotype
0058_V0092915F,Llewelyn Williams,L. Williams,N/A,6999,"Jan.-Feb., 1930",1930-01-00,1930-02-00,Marcgraviastrum mixtum (Triana & Planch.) Bedell,Marcgraviastrum mixtum,D. Giraldo-Cañas,2010,N/A,Peru,San Martin,N/A,N/A,San Roque,San Roque,Vine forest,ALT. 1350-1500 m,N/A,65813,Typed,Type
0059_V0092918F,Ruiz et Pavón,N/A,N/A,s.n.,1778-1788,1778-00-00,1788-00-00,Norantea macroscypha Gilg = Marcgraviastrum obovata (G. Don) Bedell,Marcgraviastrum obovatum,D. Giraldo-Cañas,2010,N/A,Peru,N/A,N/A,N/A,Chachapoyas,Chachapoyas,N/A,N/A,N/A,843295,Handwritten,Isotype
0060_V0092921F,Ruiz et Pavón,N/A,N/A,s.n.,1778-1788,1778-00-00,1788-00-00,Norantea obovata G. Don = Marcgraviastrum obovatum (G. Don) Bedell,Marcgraviastrum obovatum,J. Giraldo-Cañas | H. G. Bedell,2010 | VIII 1982,N/A,Peru | Chile,N/A,N/A,N/A,vice-regno Peruviano et Chilensi,[precise locality unknown],N/A,N/A,N/A,65816 | 842882 | Gem. Hist. 625. 1831,Handwritten,Isotype
0061_V0190732F,Robin B. Foster,R. B. Foster,N/A,8752,13 Sept. 1982,1982-09-13,N/A,Acidoton venezolanus (Pax & Hoffm.) Webster,Acidoton venezolanus,M. J. Huft,1983,N/A,Peru,Huanuco,N/A,N/A,Pachitea Puerto Inca to Sungaro Foot trail between Rio Pachitea and Rio Sungaro,Pachitea Puerto Inca to Sungaro Foot trail between Rio Pachitea and Rio Sungaro,Forested low hills and ravines,Alt. 250-300 m,9°18'S 75°00'W,1921102,Typed,no type status
0062_V0277652F,José Schunke Vigo,J. Schunke,N/A,6505,27 May 1961,1961-05-27,N/A,Tontelea attenuata Miers,Tontelea attenuata,J. A. Lombardi,IV 1999 2000,N/A,Peru,San Martín,N/A,N/A,Quebrada Huicte (río Huallaga),Quebrada Huicte,In tall forest,529 m alt,N/A,1751666,Typed,N/A
0063_V0152152F,Manuel Rimachi Y,M. Rimachi,N/A,4268,"February 8, 1979",1979-02-08,N/A,Nectandra krukovii (A.C. Smith) Kosterm,Nectandra krukovii,A. Chanderbali,2001,N/A,Peru,Loreto,Requena,Saquena,"Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera","Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera",Marginal forest,8 m,N/A,N/A,Typed,N/A
0064_V0277223F,Salvador Flores P,S. Flores,N/A,95(P1-2),Julio/82,1982-07-00,N/A,Parquaiba sericea Tul,Parquaiba sericea,T. Plowman,1985,N/A,Peru,Loreto,Maynas,N/A,Ampiyacu-Pevas,Ampiyacu-Pevas,Bosque secundario 35 años,100 m.s.n.m.,N/A,1968315,Typed,no type status
0065_V0195906F,Percy Núñez & S. Walsh,P. Núñez,S. Walsh,6330,29 October 1986,1986-10-29,N/A,Euphorbia heterophylla L.,Euphorbia heterophylla,M. J. Huft | M. H. Mayfield,1987 | Oct. 1995,N/A,Peru,Cuzco,La Convención,Quillabamba,Salsapampa,Salsapampa,N/A,Alt. 1110 m,N/A,N/A,Typed,no type status
